Subject,Age1,AgeGroup,Gender,GrammarProd,VocabProd,Item,Trial1,Trial1_ChosenFoil,Trial2,Trial2_ChosenFoil
1087,65.18,3,1,0.69,1,taf,0,known-w-property,1,target
1088,60.88,3,2,1,1,fep,1,target,1,target
1088,60.88,3,2,1,1,gelp,1,target,1,target
1088,60.88,3,2,1,1,merf,1,target,1,target
1088,60.88,3,2,1,1,pluff,1,target,1,target
1088,60.88,3,2,1,1,taf,1,target,1,target
1091,38.37,1,2,0.19,0.5,fep,0,known-w-property,0,novel-wo-property
1091,38.37,1,2,0.19,0.5,gelp,1,target,0,novel-wo-property
1091,38.37,1,2,0.19,0.5,merf,1,target,0,novel-wo-property
1091,38.37,1,2,0.19,0.5,pluff,0,known-w-property,0,novel-wo-property
1091,38.37,1,2,0.19,0.5,taf,0,known-w-property,0,known-w-property
1092,38.37,1,2,0.38,0.56,fep,1,target,1,target
1092,38.37,1,2,0.38,0.56,gelp,0,known-w-property,1,target
1092,38.37,1,2,0.38,0.56,merf,0,known-w-property,0,known-w-property
1092,38.37,1,2,0.38,0.56,pluff,0,known-w-property,1,target
1092,38.37,1,2,0.38,0.56,taf,1,target,0,known-wo-property
1093,39.59,1,2,0.38,0.38,fep,0,known-w-property,0,novel-wo-property
1093,39.59,1,2,0.38,0.38,gelp,0,known-w-property,1,target
1093,39.59,1,2,0.38,0.38,merf,1,target,1,target
1093,39.59,1,2,0.38,0.38,pluff,0,known-w-property,1,target
1093,39.59,1,2,0.38,0.38,taf,1,target,1,target
1094,46.06,1,1,0.44,0.75,fep,1,target,1,target
1094,46.06,1,1,0.44,0.75,gelp,1,target,1,target
1094,46.06,1,1,0.44,0.75,merf,1,target,1,target
1094,46.06,1,1,0.44,0.75,pluff,1,target,1,target
1094,46.06,1,1,0.44,0.75,taf,0,known-w-property,0,known-w-property
1102,66.99,3,2,0.5,0.56,fep,1,target,1,target
1102,66.99,3,2,0.5,0.56,gelp,1,target,1,target
1102,66.99,3,2,0.5,0.56,merf,1,target,1,target
1102,66.99,3,2,0.5,0.56,pluff,1,target,1,target
1102,66.99,3,2,0.5,0.56,taf,1,target,1,target
1126,40.9,1,2,0.63,0.63,fep,1,target,1,target
1126,40.9,1,2,0.63,0.63,gelp,1,target,1,target
1126,40.9,1,2,0.63,0.63,merf,1,target,1,target
1126,40.9,1,2,0.63,0.63,pluff,1,target,1,target
1126,40.9,1,2,0.63,0.63,taf,0,novel-wo-property,0,novel-wo-property
1127,66.66,3,2,0.63,0.81,fep,1,target,1,target
1127,66.66,3,2,0.63,0.81,gelp,1,target,1,target
1127,66.66,3,2,0.63,0.81,merf,1,target,0,novel-wo-property
1127,66.66,3,2,0.63,0.81,pluff,1,target,0,novel-wo-property
1127,66.66,3,2,0.63,0.81,taf,1,target,1,target
1128,63.74,3,2,0.69,0.81,fep,1,target,0,novel-wo-property
1128,63.74,3,2,0.69,0.81,gelp,1,target,1,target
1128,63.74,3,2,0.69,0.81,merf,1,target,1,target
1128,63.74,3,2,0.69,0.81,pluff,0,known-w-property,0,known-wo-property
1128,63.74,3,2,0.69,0.81,taf,1,target,1,target
1129,43.5,1,2,0.63,0.56,fep,1,target,1,target
1129,43.5,1,2,0.63,0.56,gelp,1,target,1,target
1129,43.5,1,2,0.63,0.56,merf,1,target,1,target
1129,43.5,1,2,0.63,0.56,pluff,1,target,1,target
1129,43.5,1,2,0.63,0.56,taf,1,target,1,target
1130,41.49,1,1,0.06,0.38,fep,0,known-w-property,0,novel-wo-property
1130,41.49,1,1,0.06,0.38,gelp,1,target,1,target
1130,41.49,1,1,0.06,0.38,merf,1,target,0,known-wo-property
1130,41.49,1,1,0.06,0.38,pluff,0,known-w-property,1,target
1130,41.49,1,1,0.06,0.38,taf,0,known-w-property,0,novel-wo-property
1132,63.47,3,2,0.5,0.75,fep,1,target,1,target
1132,63.47,3,2,0.5,0.75,gelp,1,target,1,target
1132,63.47,3,2,0.5,0.75,merf,1,target,1,target
1132,63.47,3,2,0.5,0.75,pluff,1,target,1,target
1132,63.47,3,2,0.5,0.75,taf,1,target,1,target
1133,57.23,2,2,0.75,0.75,fep,0,known-w-property,1,target
1133,57.23,2,2,0.75,0.75,gelp,1,target,0,known-wo-property
1133,57.23,2,2,0.75,0.75,merf,1,target,1,target
1133,57.23,2,2,0.75,0.75,pluff,0,known-w-property,0,known-wo-property
1133,57.23,2,2,0.75,0.75,taf,1,target,0,known-wo-property
1134,57.89,2,2,0.75,0.56,fep,1,target,1,target
1134,57.89,2,2,0.75,0.56,gelp,1,target,0,known-w-property
1134,57.89,2,2,0.75,0.56,merf,1,target,1,target
1134,57.89,2,2,0.75,0.56,pluff,0,known-w-property,1,target
1134,57.89,2,2,0.75,0.56,taf,0,known-w-property,1,target
1136,62.85,3,1,0.44,0.69,fep,1,target,1,target
1136,62.85,3,1,0.44,0.69,gelp,1,target,1,target
1136,62.85,3,1,0.44,0.69,merf,1,target,1,target
1136,62.85,3,1,0.44,0.69,pluff,0,known-w-property,1,target
1136,62.85,3,1,0.44,0.69,taf,1,target,1,target
1137,58.18,2,2,0.69,0.75,fep,1,target,1,target
1137,58.18,2,2,0.69,0.75,gelp,0,known-w-property,0,known-wo-property
1137,58.18,2,2,0.69,0.75,merf,0,known-w-property,0,known-w-property
1137,58.18,2,2,0.69,0.75,pluff,1,target,1,target
1137,58.18,2,2,0.69,0.75,taf,0,known-w-property,1,target
1138,38.87,1,1,0.44,0.81,fep,1,target,1,target
1138,38.87,1,1,0.44,0.81,gelp,0,novel-wo-property,1,target
1138,38.87,1,1,0.44,0.81,merf,1,target,1,target
1138,38.87,1,1,0.44,0.81,pluff,1,target,1,target
1138,38.87,1,1,0.44,0.81,taf,1,target,1,target
1140,66.4,3,2,0.31,0.44,fep,1,target,1,target
1140,66.4,3,2,0.31,0.44,gelp,1,target,0,known-wo-property
1140,66.4,3,2,0.31,0.44,merf,1,target,1,target
1140,66.4,3,2,0.31,0.44,pluff,0,known-w-property,0,known-wo-property
1140,66.4,3,2,0.31,0.44,taf,1,target,0,known-wo-property
1141,59.07,2,2,0.56,0.44,fep,1,target,1,target
1141,59.07,2,2,0.56,0.44,gelp,1,target,1,target
1141,59.07,2,2,0.56,0.44,merf,1,target,1,target
1141,59.07,2,2,0.56,0.44,pluff,1,target,1,target
1141,59.07,2,2,0.56,0.44,taf,1,target,1,target
1142,58.05,2,2,0.44,0.69,fep,1,target,1,target
1142,58.05,2,2,0.44,0.69,gelp,1,target,1,target
1142,58.05,2,2,0.44,0.69,merf,1,target,1,target
1142,58.05,2,2,0.44,0.69,pluff,0,known-w-property,1,target
1142,58.05,2,2,0.44,0.69,taf,1,target,1,target
1143,43.47,1,1,0.31,0.5,fep,0,known-w-property,0,novel-wo-property
1143,43.47,1,1,0.31,0.5,gelp,0,known-w-property,0,known-w-property
1143,43.47,1,1,0.31,0.5,merf,0,known-w-property,0,novel-wo-property
1143,43.47,1,1,0.31,0.5,pluff,0,known-w-property,0,known-w-property
1143,43.47,1,1,0.31,0.5,taf,0,known-w-property,0,known-w-property
1145,43.99,1,1,0.38,0.38,fep,0,known-w-property,0,novel-wo-property
1145,43.99,1,1,0.38,0.38,gelp,0,novel-wo-property,1,target
1145,43.99,1,1,0.38,0.38,merf,1,target,0,known-wo-property
1145,43.99,1,1,0.38,0.38,pluff,0,known-w-property,0,known-w-property
1145,43.99,1,1,0.38,0.38,taf,0,novel-wo-property,0,novel-wo-property
1146,42.05,1,1,0.25,0.31,fep,0,known-w-property,0,known-w-property
1146,42.05,1,1,0.25,0.31,gelp,0,known-w-property,0,known-w-property
1146,42.05,1,1,0.25,0.31,merf,1,target,1,target
1146,42.05,1,1,0.25,0.31,pluff,0,known-w-property,0,known-w-property
1146,42.05,1,1,0.25,0.31,taf,0,known-w-property,1,target
1148,60.62,3,2,0.88,0.88,fep,1,target,1,target
1148,60.62,3,2,0.88,0.88,gelp,1,target,1,target
1148,60.62,3,2,0.88,0.88,merf,1,target,1,target
1148,60.62,3,2,0.88,0.88,pluff,0,known-w-property,0,known-wo-property
1148,60.62,3,2,0.88,0.88,taf,1,target,1,target
1152,65.48,3,2,1,0.94,fep,1,target,1,target
1152,65.48,3,2,1,0.94,gelp,0,known-w-property,0,known-wo-property
1152,65.48,3,2,1,0.94,merf,0,known-w-property,0,known-w-property
1152,65.48,3,2,1,0.94,pluff,0,known-w-property,0,known-wo-property
1152,65.48,3,2,1,0.94,taf,1,target,1,target
1153,38.11,1,1,0.19,0.13,fep,1,target,0,novel-wo-property
1153,38.11,1,1,0.19,0.13,gelp,0,known-w-property,1,target
1153,38.11,1,1,0.19,0.13,merf,0,known-w-property,0,known-w-property
1153,38.11,1,1,0.19,0.13,pluff,0,known-w-property,0,novel-wo-property
1153,38.11,1,1,0.19,0.13,taf,1,target,0,novel-wo-property
1155,64.23,3,2,0.88,0.81,fep,0,known-w-property,0,known-wo-property
1155,64.23,3,2,0.88,0.81,gelp,1,target,1,target
1155,64.23,3,2,0.88,0.81,merf,1,target,1,target
1155,64.23,3,2,0.88,0.81,pluff,0,known-w-property,0,known-wo-property
1155,64.23,3,2,0.88,0.81,taf,1,target,1,target
1156,49.97,2,2,0.81,0.75,fep,1,target,1,target
1156,49.97,2,2,0.81,0.75,gelp,1,target,1,target
1156,49.97,2,2,0.81,0.75,merf,1,target,1,target
1156,49.97,2,2,0.81,0.75,pluff,1,target,1,target
1156,49.97,2,2,0.81,0.75,taf,0,novel-wo-property,0,novel-wo-property
1157,50.36,2,2,0.75,0.81,fep,1,target,1,target
1157,50.36,2,2,0.75,0.81,gelp,0,known-w-property,0,known-wo-property
1157,50.36,2,2,0.75,0.81,merf,0,known-w-property,0,novel-wo-property
1157,50.36,2,2,0.75,0.81,pluff,0,known-w-property,0,novel-wo-property
1157,50.36,2,2,0.75,0.81,taf,1,target,1,target
1159,61.4,3,1,0.75,0.75,fep,1,target,1,target
1159,61.4,3,1,0.75,0.75,gelp,1,target,1,target
1159,61.4,3,1,0.75,0.75,merf,0,known-w-property,0,known-wo-property
1159,61.4,3,1,0.75,0.75,pluff,1,target,0,known-wo-property
1159,61.4,3,1,0.75,0.75,taf,1,target,1,target
1160,64.3,3,2,0.75,0.69,fep,0,known-w-property,1,target
1160,64.3,3,2,0.75,0.69,gelp,1,target,1,target
1160,64.3,3,2,0.75,0.69,merf,1,target,1,target
1160,64.3,3,2,0.75,0.69,pluff,1,target,1,target
1160,64.3,3,2,0.75,0.69,taf,1,target,1,target
2001,62.2,3,2,0.81,0.94,fep,1,target,1,target
2001,62.2,3,2,0.81,0.94,gelp,1,target,1,target
2001,62.2,3,2,0.81,0.94,merf,1,target,1,target
2001,62.2,3,2,0.81,0.94,pluff,1,target,1,target
2001,62.2,3,2,0.81,0.94,taf,1,target,1,target
2002,62.1,3,1,1,1,fep,1,target,1,target
2002,62.1,3,1,1,1,gelp,0,known-w-property,1,target
2002,62.1,3,1,1,1,merf,1,target,1,target
2002,62.1,3,1,1,1,pluff,1,target,1,target
2002,62.1,3,1,1,1,taf,1,target,1,target
2003,57.7,2,2,0.63,0.94,fep,0,novel-wo-property,1,target
2003,57.7,2,2,0.63,0.94,gelp,0,known-w-property,0,novel-wo-property
2003,57.7,2,2,0.63,0.94,merf,1,target,1,target
2003,57.7,2,2,0.63,0.94,pluff,1,target,1,target
2003,57.7,2,2,0.63,0.94,taf,1,target,1,target
2004,59.6,3,2,0.56,0.88,fep,1,target,1,target
2004,59.6,3,2,0.56,0.88,gelp,1,target,1,target
2004,59.6,3,2,0.56,0.88,merf,1,target,1,target
2004,59.6,3,2,0.56,0.88,pluff,0,known-w-property,0,known-wo-property
2004,59.6,3,2,0.56,0.88,taf,1,target,1,target
2006,57.4,2,1,0.69,0.81,fep,1,target,1,target
2006,57.4,2,1,0.69,0.81,gelp,1,target,1,target
2006,57.4,2,1,0.69,0.81,merf,1,target,1,target
2006,57.4,2,1,0.69,0.81,pluff,1,target,1,target
2006,57.4,2,1,0.69,0.81,taf,1,target,1,target
2007,42.6,1,1,0.5,0.5,fep,1,target,0,known-wo-property
2007,42.6,1,1,0.5,0.5,gelp,0,known-w-property,0,known-wo-property
2007,42.6,1,1,0.5,0.5,merf,0,known-w-property,0,known-w-property
2007,42.6,1,1,0.5,0.5,pluff,0,novel-wo-property,0,novel-wo-property
2007,42.6,1,1,0.5,0.5,taf,0,known-w-property,0,known-w-property
2008,56.1,2,1,0.88,1,fep,1,target,1,target
2008,56.1,2,1,0.88,1,gelp,1,target,1,target
2008,56.1,2,1,0.88,1,merf,1,target,1,target
2008,56.1,2,1,0.88,1,pluff,1,target,1,target
2008,56.1,2,1,0.88,1,taf,1,target,1,target
2009,47.9,2,1,0.5,0.5,fep,0,known-w-property,0,known-wo-property
2009,47.9,2,1,0.5,0.5,gelp,0,known-w-property,0,novel-wo-property
2009,47.9,2,1,0.5,0.5,merf,1,target,1,target
2009,47.9,2,1,0.5,0.5,pluff,0,known-w-property,0,known-wo-property
2009,47.9,2,1,0.5,0.5,taf,0,novel-wo-property,0,known-w-property
2010,47.7,2,1,0.63,0.5,fep,0,known-w-property,1,target
2010,47.7,2,1,0.63,0.5,gelp,1,target,1,target
2010,47.7,2,1,0.63,0.5,merf,1,target,1,target
2010,47.7,2,1,0.63,0.5,pluff,0,known-w-property,0,known-wo-property
2010,47.7,2,1,0.63,0.5,taf,0,known-w-property,1,target
2011,49.4,2,1,0.56,0.63,fep,1,target,1,target
2011,49.4,2,1,0.56,0.63,gelp,1,target,0,novel-wo-property
2011,49.4,2,1,0.56,0.63,merf,1,target,1,target
2011,49.4,2,1,0.56,0.63,pluff,1,target,1,target
2011,49.4,2,1,0.56,0.63,taf,0,novel-wo-property,1,target
2012,45.1,1,2,0.38,0.63,fep,0,known-w-property,1,target
2012,45.1,1,2,0.38,0.63,gelp,0,known-w-property,0,known-wo-property
2012,45.1,1,2,0.38,0.63,merf,1,target,0,novel-wo-property
2012,45.1,1,2,0.38,0.63,pluff,0,known-w-property,1,target
2012,45.1,1,2,0.38,0.63,taf,0,known-w-property,0,known-wo-property
2014,64,3,1,1,0.75,fep,1,target,1,target
2014,64,3,1,1,0.75,gelp,0,known-w-property,0,known-wo-property
2014,64,3,1,1,0.75,merf,1,target,1,target
2014,64,3,1,1,0.75,pluff,0,known-w-property,0,known-wo-property
2014,64,3,1,1,0.75,taf,1,target,0,known-wo-property
2016,58.1,2,2,0.94,0.69,fep,1,target,1,target
2016,58.1,2,2,0.94,0.69,gelp,1,target,1,target
2016,58.1,2,2,0.94,0.69,merf,1,target,1,target
2016,58.1,2,2,0.94,0.69,pluff,1,target,1,target
2016,58.1,2,2,0.94,0.69,taf,1,target,1,target
2021,60.2,3,2,0.69,0.88,fep,1,target,1,target
2021,60.2,3,2,0.69,0.88,gelp,1,target,0,novel-wo-property
2021,60.2,3,2,0.69,0.88,merf,1,target,1,target
2021,60.2,3,2,0.69,0.88,pluff,1,target,1,target
2021,60.2,3,2,0.69,0.88,taf,0,novel-wo-property,0,novel-wo-property
2024,54.8,2,2,0.94,0.81,fep,1,target,1,target
2024,54.8,2,2,0.94,0.81,gelp,1,target,1,target
2024,54.8,2,2,0.94,0.81,merf,1,target,1,target
2024,54.8,2,2,0.94,0.81,pluff,0,known-w-property,0,known-w-property
2024,54.8,2,2,0.94,0.81,taf,1,target,1,target
2026,56.1,2,2,1,0.81,fep,1,target,1,target
2026,56.1,2,2,1,0.81,gelp,1,target,1,target
2026,56.1,2,2,1,0.81,merf,1,target,1,target
2026,56.1,2,2,1,0.81,pluff,1,target,1,target
2026,56.1,2,2,1,0.81,taf,1,target,1,target
2027,55.5,2,1,0.25,0.25,fep,1,target,0,known-wo-property
2027,55.5,2,1,0.25,0.25,gelp,0,known-w-property,0,known-w-property
2027,55.5,2,1,0.25,0.25,merf,0,novel-wo-property,1,target
2027,55.5,2,1,0.25,0.25,pluff,0,known-w-property,1,target
2027,55.5,2,1,0.25,0.25,taf,0,known-w-property,0,known-w-property
2028,48.7,2,2,0.25,0.31,fep,0,NA,1,novel-wo-property
2028,48.7,2,2,0.25,0.31,gelp,1,known-w-property,0,known-wo-property
2028,48.7,2,2,0.25,0.31,merf,0,known-w-property,0,novel-wo-property
2028,48.7,2,2,0.25,0.31,pluff,0,novel-wo-property,0,known-w-property
2028,48.7,2,2,0.25,0.31,taf,0,NA,1,target
2030,48.2,2,1,0.25,0.06,fep,0,known-w-property,0,novel-wo-property
2030,48.2,2,1,0.25,0.06,gelp,0,known-w-property,1,target
2030,48.2,2,1,0.25,0.06,merf,1,target,1,target
2030,48.2,2,1,0.25,0.06,pluff,0,known-w-property,0,known-w-property
2030,48.2,2,1,0.25,0.06,taf,0,known-w-property,0,known-w-property
2031,63.9,3,1,0.13,0.19,fep,0,known-w-property,0,novel-wo-property
2031,63.9,3,1,0.13,0.19,gelp,0,known-w-property,0,known-w-property
2031,63.9,3,1,0.13,0.19,merf,1,target,0,novel-wo-property
2031,63.9,3,1,0.13,0.19,pluff,0,known-w-property,0,novel-wo-property
2031,63.9,3,1,0.13,0.19,taf,0,known-w-property,0,known-w-property
2033,54.7,2,1,0.63,0.38,fep,1,target,1,target
2033,54.7,2,1,0.63,0.38,gelp,1,target,0,known-wo-property
2033,54.7,2,1,0.63,0.38,merf,1,target,1,target
2033,54.7,2,1,0.63,0.38,pluff,0,known-w-property,0,known-wo-property
2033,54.7,2,1,0.63,0.38,taf,0,novel-wo-property,0,novel-wo-property
2034,63.8,3,2,0.94,0.94,fep,1,target,1,target
2034,63.8,3,2,0.94,0.94,gelp,1,target,1,target
2034,63.8,3,2,0.94,0.94,merf,1,target,1,target
2034,63.8,3,2,0.94,0.94,pluff,1,target,1,target
2034,63.8,3,2,0.94,0.94,taf,1,target,1,target
2035,56.3,2,1,0.56,0.94,fep,1,target,1,target
2035,56.3,2,1,0.56,0.94,gelp,1,target,1,target
2035,56.3,2,1,0.56,0.94,merf,1,target,1,target
2035,56.3,2,1,0.56,0.94,pluff,1,target,1,target
2035,56.3,2,1,0.56,0.94,taf,1,target,1,target
2036,49.3,2,2,0.88,0.88,fep,1,target,1,target
2036,49.3,2,2,0.88,0.88,gelp,1,target,1,target
2036,49.3,2,2,0.88,0.88,merf,1,target,1,target
2036,49.3,2,2,0.88,0.88,pluff,1,target,1,target
2036,49.3,2,2,0.88,0.88,taf,1,target,1,target
2037,62.9,3,1,0.88,0.94,fep,0,known-w-property,1,target
2037,62.9,3,1,0.88,0.94,gelp,1,target,1,target
2037,62.9,3,1,0.88,0.94,merf,1,target,1,target
2037,62.9,3,1,0.88,0.94,pluff,1,target,1,target
2037,62.9,3,1,0.88,0.94,taf,1,target,1,target
2038,65.8,3,1,0.88,0.94,fep,1,target,1,target
2038,65.8,3,1,0.88,0.94,gelp,1,target,1,target
2038,65.8,3,1,0.88,0.94,merf,1,target,1,target
2038,65.8,3,1,0.88,0.94,pluff,0,known-w-property,0,known-wo-property
2038,65.8,3,1,0.88,0.94,taf,1,target,1,target
2039,48.3,2,2,0.81,0.81,fep,1,target,1,target
2039,48.3,2,2,0.81,0.81,gelp,1,target,1,target
2039,48.3,2,2,0.81,0.81,merf,1,target,1,target
2039,48.3,2,2,0.81,0.81,pluff,1,target,1,target
2039,48.3,2,2,0.81,0.81,taf,1,target,0,known-wo-property
2040,42.1,1,2,0.5,0.69,fep,1,target,1,target
2040,42.1,1,2,0.5,0.69,gelp,0,known-w-property,1,target
2040,42.1,1,2,0.5,0.69,merf,1,target,1,target
2040,42.1,1,2,0.5,0.69,pluff,0,known-w-property,0,known-wo-property
2040,42.1,1,2,0.5,0.69,taf,1,target,1,target
2041,62.8,3,1,0.81,0.81,fep,1,target,1,target
2041,62.8,3,1,0.81,0.81,gelp,1,target,1,target
2041,62.8,3,1,0.81,0.81,merf,1,target,1,target
2041,62.8,3,1,0.81,0.81,pluff,1,target,1,target
2041,62.8,3,1,0.81,0.81,taf,1,target,1,target
2042,48.1,2,1,0.75,0.81,fep,0,known-w-property,1,target
2042,48.1,2,1,0.75,0.81,gelp,1,target,1,target
2042,48.1,2,1,0.75,0.81,merf,1,target,1,target
2042,48.1,2,1,0.75,0.81,pluff,1,target,1,target
2042,48.1,2,1,0.75,0.81,taf,1,target,1,target
2043,52.9,2,1,0.38,0.56,fep,0,known-w-property,0,novel-wo-property
2043,52.9,2,1,0.38,0.56,gelp,1,target,0,novel-wo-property
2043,52.9,2,1,0.38,0.56,merf,0,known-w-property,0,known-wo-property
2043,52.9,2,1,0.38,0.56,pluff,0,known-w-property,0,known-wo-property
2043,52.9,2,1,0.38,0.56,taf,0,known-w-property,0,known-w-property
2044,56.8,2,2,0.88,0.69,fep,1,target,1,target
2044,56.8,2,2,0.88,0.69,gelp,1,target,1,target
2044,56.8,2,2,0.88,0.69,merf,0,known-w-property,0,known-w-property
2044,56.8,2,2,0.88,0.69,pluff,0,known-w-property,0,known-wo-property
2044,56.8,2,2,0.88,0.69,taf,1,target,1,target
2048,51.6,2,2,0.31,0.63,fep,1,target,1,target
2048,51.6,2,2,0.31,0.63,gelp,0,known-w-property,0,known-wo-property
2048,51.6,2,2,0.31,0.63,merf,1,target,1,target
2048,51.6,2,2,0.31,0.63,pluff,0,known-w-property,0,known-wo-property
2048,51.6,2,2,0.31,0.63,taf,1,target,1,target
2049,41.8,1,1,0.06,0.31,fep,1,target,1,target
2049,41.8,1,1,0.06,0.31,gelp,0,known-w-property,0,known-wo-property
2049,41.8,1,1,0.06,0.31,merf,0,known-w-property,1,target
2049,41.8,1,1,0.06,0.31,pluff,1,target,1,target
2049,41.8,1,1,0.06,0.31,taf,0,known-w-property,1,target
2050,46.7,1,1,0.44,0.44,fep,1,target,1,target
2050,46.7,1,1,0.44,0.44,gelp,1,target,1,target
2050,46.7,1,1,0.44,0.44,merf,0,known-w-property,0,known-w-property
2050,46.7,1,1,0.44,0.44,pluff,0,known-w-property,0,known-wo-property
2050,46.7,1,1,0.44,0.44,taf,0,novel-wo-property,0,known-w-property
2051,41.4,1,2,0.44,0.5,fep,0,known-w-property,0,known-wo-property
2051,41.4,1,2,0.44,0.5,gelp,1,target,1,target
2051,41.4,1,2,0.44,0.5,merf,1,target,0,novel-wo-property
2051,41.4,1,2,0.44,0.5,pluff,0,known-w-property,0,known-wo-property
2051,41.4,1,2,0.44,0.5,taf,0,known-w-property,0,known-w-property
2052,63.5,3,1,0.38,0.44,fep,1,target,1,target
2052,63.5,3,1,0.38,0.44,gelp,0,known-w-property,1,target
2052,63.5,3,1,0.38,0.44,merf,0,known-w-property,0,known-w-property
2052,63.5,3,1,0.38,0.44,pluff,0,known-w-property,0,known-wo-property
2052,63.5,3,1,0.38,0.44,taf,0,known-w-property,0,known-w-property
2054,59.8,2,2,0.5,0.63,fep,0,known-w-property,0,known-wo-property
2054,59.8,2,2,0.5,0.63,gelp,1,target,0,known-wo-property
2054,59.8,2,2,0.5,0.63,merf,1,target,0,known-w-property
2054,59.8,2,2,0.5,0.63,pluff,0,known-w-property,0,known-wo-property
2054,59.8,2,2,0.5,0.63,taf,0,known-w-property,1,target
2055,41.4,1,1,0.19,0.31,fep,1,target,1,target
2055,41.4,1,1,0.19,0.31,gelp,0,known-w-property,0,known-w-property
2055,41.4,1,1,0.19,0.31,merf,1,target,0,known-wo-property
2055,41.4,1,1,0.19,0.31,pluff,1,target,0,novel-wo-property
2055,41.4,1,1,0.19,0.31,taf,0,novel-wo-property,1,target
2057,58.3,2,1,0.75,0.38,fep,1,target,0,novel-wo-property
2057,58.3,2,1,0.75,0.38,gelp,1,target,0,novel-wo-property
2057,58.3,2,1,0.75,0.38,merf,1,target,1,target
2057,58.3,2,1,0.75,0.38,pluff,1,target,0,known-wo-property
2057,58.3,2,1,0.75,0.38,taf,0,known-w-property,1,target
2059,60,3,1,0.75,0.88,fep,1,target,1,target
2059,60,3,1,0.75,0.88,gelp,1,target,1,target
2059,60,3,1,0.75,0.88,merf,0,known-w-property,0,known-w-property
2059,60,3,1,0.75,0.88,pluff,1,target,1,target
2059,60,3,1,0.75,0.88,taf,1,target,1,target
2062,55.5,2,1,0.94,0.75,fep,1,target,1,target
2062,55.5,2,1,0.94,0.75,gelp,1,target,1,target
2062,55.5,2,1,0.94,0.75,merf,1,target,1,target
2062,55.5,2,1,0.94,0.75,pluff,1,target,1,target
2062,55.5,2,1,0.94,0.75,taf,1,target,1,target
2063,43,1,1,0.56,0.81,fep,1,target,1,target
2063,43,1,1,0.56,0.81,gelp,1,target,0,novel-wo-property
2063,43,1,1,0.56,0.81,merf,1,target,1,target
2063,43,1,1,0.56,0.81,pluff,1,target,1,target
2063,43,1,1,0.56,0.81,taf,1,target,1,target
2066,36.3,1,1,0.13,0.25,fep,0,novel-wo-property,0,known-w-property
2066,36.3,1,1,0.13,0.25,gelp,0,novel-wo-property,0,known-w-property
2066,36.3,1,1,0.13,0.25,merf,0,known-w-property,0,known-wo-property
2066,36.3,1,1,0.13,0.25,pluff,0,known-w-property,0,known-wo-property
2066,36.3,1,1,0.13,0.25,taf,0,novel-wo-property,0,novel-wo-property
2068,38.6,1,1,0.63,0.5,fep,1,target,1,target
2068,38.6,1,1,0.63,0.5,gelp,1,target,1,target
2068,38.6,1,1,0.63,0.5,merf,1,target,1,target
2068,38.6,1,1,0.63,0.5,pluff,0,novel-wo-property,1,target
2068,38.6,1,1,0.63,0.5,taf,0,known-w-property,0,known-wo-property
2069,58.1,2,2,0.56,0.75,fep,1,target,1,target
2069,58.1,2,2,0.56,0.75,gelp,1,target,1,target
2069,58.1,2,2,0.56,0.75,merf,1,target,1,target
2069,58.1,2,2,0.56,0.75,pluff,0,known-w-property,1,target
2069,58.1,2,2,0.56,0.75,taf,1,target,1,target
2070,40.5,1,1,0.63,0.75,fep,1,target,1,target
2070,40.5,1,1,0.63,0.75,gelp,1,target,1,target
2070,40.5,1,1,0.63,0.75,merf,1,target,1,target
2070,40.5,1,1,0.63,0.75,pluff,1,target,0,novel-wo-property
2070,40.5,1,1,0.63,0.75,taf,1,target,0,known-wo-property
2071,37.9,1,2,0.25,0.38,fep,0,known-w-property,0,novel-wo-property
2071,37.9,1,2,0.25,0.38,gelp,1,target,1,target
2071,37.9,1,2,0.25,0.38,merf,1,target,1,target
2071,37.9,1,2,0.25,0.38,pluff,0,known-w-property,0,known-wo-property
2071,37.9,1,2,0.25,0.38,taf,0,known-w-property,0,known-wo-property
2072,45.3,1,1,0.63,0.75,fep,1,target,1,target
2072,45.3,1,1,0.63,0.75,gelp,1,target,1,target
2072,45.3,1,1,0.63,0.75,merf,1,target,1,target
2072,45.3,1,1,0.63,0.75,pluff,0,known-w-property,0,known-wo-property
2072,45.3,1,1,0.63,0.75,taf,0,known-w-property,0,known-w-property
2073,41.2,1,1,1,0.75,fep,1,target,1,target
2073,41.2,1,1,1,0.75,gelp,1,target,1,target
2073,41.2,1,1,1,0.75,merf,1,target,1,target
2073,41.2,1,1,1,0.75,pluff,1,target,1,target
2073,41.2,1,1,1,0.75,taf,1,target,1,target
2074,41.2,1,1,0.88,0.69,fep,1,target,1,target
2074,41.2,1,1,0.88,0.69,gelp,1,target,1,target
2074,41.2,1,1,0.88,0.69,merf,1,target,1,target
2074,41.2,1,1,0.88,0.69,pluff,0,known-w-property,0,known-wo-property
2074,41.2,1,1,0.88,0.69,taf,1,target,1,target
2088,50.3,2,1,0.5,0.63,fep,1,target,0,known-wo-property
2088,50.3,2,1,0.5,0.63,gelp,0,known-w-property,0,known-wo-property
2088,50.3,2,1,0.5,0.63,merf,1,target,1,target
2088,50.3,2,1,0.5,0.63,pluff,0,known-w-property,0,known-wo-property
2088,50.3,2,1,0.5,0.63,taf,0,known-w-property,1,target
2090,54.8,2,2,0.81,0.75,fep,1,target,1,target
